Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Classification
0.82874662,-0.650103007,-0.271973368,0.071891708,0.841426382,0.492592835,3
-0.153645596,-1.144334748,-0.490990691,-1.866608302,2.400546103,-1.910883597,3
0.93605253,1.181932516,0.417737909,1.929202964,0.91840155,2.21474546,3
1.147137144,0.638634671,-0.888443144,1.828620969,0.188837417,2.063359459,3
-0.282034598,-0.243247515,-0.238934148,0.353150988,2.39202755,-1.442119075,3
-0.89432424,1.083436571,1.035093759,0.972317674,0.924490158,-0.552502904,3
-1.793554245,1.689080692,-1.136388527,-0.680764197,0.771182647,-0.678084572,2
0.905539293,1.37742389,-0.185024217,1.181932732,1.769619493,-0.888752987,3
-0.342971802,-0.453140716,-0.35034927,1.035733561,1.365701988,-0.944460446,3
0.594931141,0.522715627,0.418624281,1.142140823,0.157960813,-0.251251903,3
-0.300705744,-0.165686674,-0.137920194,-0.525537119,1.455623201,-0.126219389,3
0.226706912,-0.65859617,-0.052832131,1.84605697,1.025705154,-1.11078949,3
0.424878882,1.493313444,1.231164342,1.862362686,1.589964541,-1.863611782,3
-1.041753079,0.573632024,0.29975323,0.767048088,1.344313482,0.380608866,3
0.769328993,-2.132918129,0.245183912,1.469068594,0.763489742,1.500116983,3
-0.226006203,1.176355223,0.159888627,1.184934552,0.630314082,0.339431899,2
1.09602233,0.529108688,0.672658801,0.976417778,0.075535506,1.130108148,3
-0.736110745,0.754793792,1.32467919,1.248136981,1.459509006,-1.32995451,3
-0.891662642,-1.22123177,0.009609557,0.365280578,-0.168333018,-0.739300755,3
-0.391114034,-0.454513852,-0.058938189,2.442233723,1.29161258,1.808295266,3
0.050346178,1.069587659,-0.807422625,1.65103747,0.715289384,1.041643656,3
0.134678243,1.627305737,-1.16546875,1.042991974,1.291226564,1.471285116,3
-1.082379327,0.801870864,-1.13032673,0.232400815,0.084392489,-0.434246425,3
-0.621195383,0.109455129,-0.371059918,1.393539086,0.457823168,-0.899058146,3
-0.302784963,-0.218318566,0.281281483,2.143085451,0.074255851,-0.805926856,3
-0.607207014,0.567005985,-0.477785117,0.982962894,1.43008249,-1.070438645,3
-0.759392341,1.291168954,1.143126268,-0.542190636,0.27385247,-0.273150552,3
-1.261350639,-0.339066702,-0.340810032,-1.21761598,0.539210296,0.637348327,3
-0.1982424,0.546404269,-0.710332529,-0.588728539,0.656799469,-0.401200548,2
-0.658360205,0.182619435,0.109418436,1.945608107,1.224915362,0.956586869,3
-0.499623171,1.518203275,0.180517826,0.372851603,1.379793454,-0.294958455,3
-1.398400704,-0.115683015,1.082255095,3.137107969,2.127930687,1.844741226,3
0.358162375,0.002957699,0.492567844,0.326245713,0.551964319,0.932967694,3
0.651901341,-0.441668051,0.763841329,1.744302975,0.475238947,-1.536949183,3
-0.920680264,0.476072644,-0.107294698,2.080803663,0.636776514,-1.319505195,3
-0.497351381,1.496086775,0.506494151,-0.325760811,-0.341856993,2.048165003,3
-1.853849846,-1.069173524,0.073634039,2.830741059,0.609820434,2.634409726,3
0.878777453,-1.150273923,1.368540094,0.856278753,-0.336431067,-1.159720324,3
0.811355348,-0.797077323,-0.527476532,0.129745758,1.629901209,-0.810157764,3
-1.252919281,-1.192770915,0.45908247,1.572548238,0.67445692,-1.17617309,3
0.070584004,-1.976225798,-1.49961232,-1.121755259,1.519985392,0.713188584,2
-0.065243243,-0.799753166,2.162245792,0.918045288,0.09413615,-1.030343617,3
-0.622453044,0.41918402,-0.635250079,-0.135263486,2.152488662,-0.980055684,3
1.399446678,0.042614862,-0.684465695,-2.436028275,-1.325030652,-2.018030681,0
0.528477059,-0.377902251,0.610834241,2.84450886,1.130984624,2.577032452,3
-0.075749655,-0.562452942,1.092648697,1.227862454,0.974795602,1.250902934,3
-1.252596003,0.713853501,0.934293162,0.474005962,1.326114892,-0.75652212,3
0.897764207,-0.850361768,-1.300952257,1.587620429,0.028205826,-1.273927298,3
0.476269573,-0.161971065,0.967149313,-0.174614235,0.913656875,-1.052723288,3
0.12588491,-1.88957962,-0.150431542,0.10638568,0.347847397,-0.624236081,3
0.538181942,2.584701371,0.612192045,0.180137093,2.48551138,-1.312211444,3
0.693666516,0.090280071,0.446683842,3.807694136,0.406252818,3.794879756,3
-0.349464192,-0.296056977,0.116387624,0.029367515,0.324704968,-0.487421129,3
0.349925663,1.069176315,-0.26827093,-1.05831647,1.240917156,-0.597355752,3
-0.428815684,-2.358740245,-0.066831548,2.687084935,-0.418853412,-1.286157554,3
-2.348644948,1.660233363,-0.476121355,1.94177857,0.165545916,-1.194070931,3
0.698421635,-0.097015473,-1.161644249,-0.719256461,0.316667036,-0.01869105,3
-0.651375057,-0.041643734,-0.048809713,2.288844761,-0.726778689,0.592793994,1
-0.934500118,-0.238002766,-0.591535883,0.957240047,1.29496636,-1.046149321,3
0.759531572,-0.583524351,1.039065377,-0.671147904,1.284899458,0.140910149,3
-0.844659561,-0.150337354,-0.083264799,-0.015247104,-0.199964141,1.065187884,3
0.815619667,0.447361933,-0.376583861,0.743585808,1.771556832,-0.968749139,3
2.052236437,-1.13230273,0.469787963,0.590059303,2.164823199,-1.407755457,3
-1.014727855,-0.617180105,0.25804686,1.766351902,0.294523446,-0.759491835,3
-1.097270633,-1.698884709,0.658535168,1.921091513,1.50962477,0.668868428,3
0.879149179,-1.092379857,-0.510049541,2.130585678,0.089866254,2.523359909,3
1.107551458,-0.135708342,-2.246158437,1.803912174,1.538966436,-1.399575654,3
-0.011610332,-0.060916408,0.588354938,-1.522504742,0.952306454,-0.912487479,3
0.485395092,1.166594933,-0.264085055,1.914916925,0.391809453,3.017506356,3
0.594789348,1.172595464,2.276651159,1.486370949,1.112910362,-0.831689823,3
-2.173677735,-3.006362796,0.04932457,0.23793201,0.504175228,-0.822671625,3
-1.12006733,-1.909266583,-0.762422783,2.675350077,-0.298809989,-0.906672736,3
1.093568737,2.20031428,-0.740796225,-1.169789819,1.277978652,-0.070053932,2
-0.05849706,-1.995039842,1.460981426,-0.362383947,0.399216727,0.441997854,2
0.696795119,-0.037963838,1.108626459,-0.545718855,1.284951517,0.043787004,3
-2.202501982,-0.473694674,0.249874952,1.745865353,0.851689145,1.621621409,3
-1.269423604,-0.358963919,-0.289551755,0.868980712,1.486305589,-1.44651456,3
-0.620570501,-0.159490686,-0.114317708,0.570232059,2.124722862,0.4359092,3
0.386535865,1.667453607,0.290970883,1.470094447,1.01014387,1.869732139,3
1.169555898,0.603358401,0.886476279,1.393946063,2.038678037,0.339566212,3
0.023622753,-0.170731083,-0.473929902,1.405894727,1.60976636,-1.090502357,3
-1.430096285,-0.455789788,0.173301482,-0.106793473,0.772288722,0.387815273,3
0.121468931,1.195476472,1.126926496,1.444597539,1.049002608,1.526302419,3
-0.804246707,0.593990753,-2.882056195,2.447615638,0.70269703,1.670942944,3
0.272587779,-1.298050116,0.672188444,0.951283317,1.287617754,-0.323331781,3
1.013001728,-0.936238802,-0.704967024,0.984248051,1.360292169,-0.998045019,3
-0.076653885,-1.569525109,-1.310298407,-0.131928176,0.342068709,-0.670835794,2
1.428775296,0.278449651,-1.513820185,-2.29752387,4.631272832,0.642196651,2
-0.858214035,1.297003846,1.135033748,0.327263838,1.333803473,0.511977001,3
-1.743407711,-0.445822064,-0.387647261,1.390825968,0.816507213,-0.83386948,3
-0.452045589,-0.289000649,0.178550456,2.41556109,-0.080497227,-0.324942487,3
-1.216660982,0.282141879,-0.081789945,2.761184104,-0.083013822,3.352297406,3
-1.573735832,-0.315171608,1.377853556,0.712500044,2.039676187,-1.329873437,3
0.367437075,1.227778293,-0.060957552,1.272442775,0.21904026,-1.201291886,3
-0.200922477,2.615972575,-1.867353777,1.910186879,-0.082385553,3.206414383,3
-0.022697407,1.473518773,-0.726961932,0.576069867,0.55918114,0.83284632,3
-2.106661026,-0.748205582,0.504662766,0.778940194,1.17958644,1.47899378,3
-1.070544821,0.435925045,-1.687982763,0.172878014,1.741648716,-0.804930722,3
0.225344151,-0.625843991,0.177352672,0.343406268,0.857647756,-0.533526554,3
1.074605324,0.733260438,-0.304902605,0.369605472,0.977200583,2.411056955,3
0.569515186,1.502563377,-0.18427818,0.982735482,2.646653651,-0.98036042,3
1.267809975,0.431215315,0.17717233,1.20269285,0.448121568,-0.470653497,3
-0.068832252,0.420248683,1.810408711,-1.766837503,-0.240407786,2.08478801,0
-1.594269991,0.601519055,-0.41272366,0.16057347,0.637210078,-2.6012472,1
1.44039298,-0.21298897,0.117726535,1.505880996,0.572184389,2.751512361,3
-0.0059537,0.970694765,-1.037259571,1.553460547,0.788792107,1.153947728,3
2.119601081,0.070389646,-0.115616163,0.984507158,0.066721671,-1.091773163,3
1.551557164,0.775343006,-0.412649744,-3.191095889,2.814798624,-2.644223779,2
1.357298258,0.16362281,1.49578963,1.305818071,1.441787015,-1.095904688,3
-1.008377111,0.383343651,-1.053229213,0.329731156,2.608997908,-0.70511351,3
0.977433063,-2.41015734,-0.00660423,1.658160788,0.662095459,-0.918307347,3
-0.610341222,1.003616802,0.231718636,0.513963049,1.208339423,0.487540924,3
0.151348067,-0.474316791,-0.537859782,1.175738856,1.923746342,-0.611766448,3
1.71595418,1.619043479,0.772354748,1.711075997,-0.920311486,-1.18206862,3
-0.535235924,0.734367195,-0.260021706,2.436751005,2.139098089,2.154712322,3
-0.566195114,1.11629145,1.289866318,1.683466269,-0.608159652,-0.813942038,3
1.428971053,1.111165329,-2.464073348,1.277849416,1.059654538,-1.637090182,3
-0.91341875,0.015704325,1.177163176,-0.147402594,1.197691217,-0.2631309,3
0.894970374,0.31209519,-0.582020515,2.467370963,1.012341891,3.045450885,3
0.517594429,-1.738030739,-0.969332069,-0.007773905,0.118981216,-0.216763919,2
-0.193266084,0.213121319,-0.302193708,-0.856274395,-0.421831437,1.987277035,2
0.510184998,0.074977882,0.32710274,-0.176291692,0.394535746,-0.489631058,2
0.632228014,-1.793978644,-0.212578977,-1.005890925,0.366212374,1.11225516,3
0.241955766,0.473821578,-0.525133617,0.710694707,-0.093070923,2.406229222,3
-0.726487747,-0.216465337,0.766846684,1.157406756,0.731962568,-0.383595534,3
0.472475001,-1.716362964,0.232688193,1.476936961,0.573447222,3.253082911,3
-1.410520341,0.314474853,-0.359093714,0.456819889,2.319296809,-0.528340391,3
-0.430549472,-0.731944045,0.318244285,3.092923282,2.521845815,0.134360998,3
-0.179347425,-1.282131796,0.400639383,0.900056062,0.326205706,-0.628193846,3
0.634340192,2.023452626,-1.0584355,0.832555457,1.373525229,1.879828847,3
-0.198476588,1.121300543,0.960090385,0.747138996,1.779789265,-0.033602188,3
-1.596912352,-1.332262193,-1.386390154,1.936642941,1.318722445,1.299696144,3
-1.141566522,-0.539909908,0.446852363,0.287109286,1.22843839,-0.944895244,3
1.182673579,0.181729972,0.631727586,3.537623329,1.314452142,1.812013118,3
0.688519414,0.275627618,1.010429199,3.189503077,1.389706554,1.00588438,3
0.16494205,0.221561645,2.057608901,1.500231414,1.653364056,0.758366082,3
-0.08837046,-0.21515993,0.938055928,2.15029004,0.654986772,1.688531695,3
0.243767434,-0.497886198,-0.179654824,3.071619854,0.551410136,3.069566256,3
0.782962315,1.263500632,-0.731239162,-0.288289685,1.216242772,-0.575602047,3
0.058504188,0.932499986,-0.134169845,1.247945016,0.807068333,-0.80808881,3
0.605719264,0.221204585,-0.406762808,1.091290236,-1.277672589,0.845188368,1
-0.027371006,0.737564965,0.160042891,0.753623533,0.101079863,-0.467293623,3
0.638627974,-0.575001212,3.375086401,-0.244612784,0.441267949,-0.260628593,2
-0.951701429,-0.639169096,-0.377110627,0.100848125,1.923064022,-1.932778238,3
-0.305306448,-0.27685747,-1.193963324,0.446761495,0.393638647,1.237491963,3
0.057131067,0.829961997,-0.412265748,-0.125672486,0.923931986,0.65885079,3
-0.688878701,-1.102097392,-0.363029359,-0.618133287,-1.031939358,-0.143467618,2
1.494274473,0.905721026,-1.206827891,0.00862503,1.488380975,0.133528139,3
0.669928899,0.559578668,1.610411566,0.094709262,0.814386863,-0.171389379,2
-0.366787495,-0.344023503,0.199391973,1.282290414,1.038338352,1.076615623,3
-0.570606883,-0.001269089,0.61084835,-0.686496997,0.623764594,1.074715623,3
-1.078797551,-2.255177504,-0.764711097,-2.975431162,2.434910621,-1.980498696,2
-0.533544424,-1.901265998,1.633022633,-0.352425701,0.516854706,-0.763878824,2
-1.737254171,-1.037228406,-1.002067854,2.541734361,2.316410475,0.659308163,3
-1.206411044,1.775672873,0.05443532,0.821376377,1.742666329,-1.281889226,3
0.502455068,0.057868217,-0.209421449,0.191379531,1.385310737,1.277406321,2
0.782205687,-0.503996656,-0.790352721,0.564905184,-0.726603782,2.809124015,3
0.707168822,0.442693668,0.240736435,0.932599293,0.158152656,-1.652379561,3
-0.103943228,-0.662112397,2.118570977,2.103993484,0.484936518,-0.813378789,3
0.524206118,-0.06840525,0.37079779,1.054495754,0.768305734,-0.574218002,3
-0.991159053,0.107220852,0.064039249,2.094526692,2.434060188,0.615596219,3
1.236545267,0.000805165,-1.333275748,1.513376716,2.339846023,-1.588750299,3
0.218802276,-0.109773545,-1.554836536,-0.685075344,0.88626057,-1.257177026,3
0.000454068,0.610746278,0.236080183,1.101851741,0.777662422,-1.258724108,3
0.924711865,0.309902467,0.291467874,-1.065524643,-0.989551642,1.2889347,0
0.375923083,0.931946436,1.564658739,1.718402987,1.528219614,0.764359813,3
-0.938018184,0.350836251,-1.524432436,2.073268444,-0.309478323,-1.618804105,3
-0.210309981,-0.983432211,-0.473945656,0.044302362,-0.016994528,0.944286709,3
0.547312098,-0.749279059,-0.506226556,1.328814363,1.331347023,-1.382297511,3
-0.420143173,0.122538832,-1.070731234,-0.804699772,-0.537973815,-0.70431694,0
-1.229527051,0.173848373,-0.824104253,0.376095439,1.343037452,-0.964426868,3
1.051840611,1.920996692,0.371315366,0.957399815,0.183658464,-0.010292523,2
0.553189556,0.451401341,-0.269541758,1.936832954,0.486635921,-0.815679607,3
0.332295422,-0.319973404,0.333770599,1.676627454,0.445748514,2.349193605,3
-0.392047994,-1.138584951,-1.887849094,0.66619284,0.689792323,1.822526766,3
-0.298976751,-0.654705294,2.220608884,0.615397209,1.280438712,1.140487727,3
-1.167570379,-0.420051273,-0.060910978,1.339846831,-1.718689966,-0.073058828,1
0.631734363,1.639045318,-1.260033602,2.523345933,1.750250374,1.320214114,3
0.132102987,1.385665331,-0.46438712,0.360275374,0.40527655,-1.29511332,3
1.304769534,0.280153847,1.16593019,0.898752424,2.47581512,-1.095182791,3
0.640286981,1.171437682,-0.220979743,3.417129576,1.063503926,1.927400612,3
-0.307822809,0.015491242,1.335892426,0.008048193,0.735776232,1.637037525,3
-0.389106332,1.950239709,0.990500272,1.164137382,1.727411608,-0.928930919,3
-0.690027955,-0.951246403,-0.914114335,0.434250093,1.034689523,1.405984181,3
0.184000258,-0.000603864,0.27299145,0.654995986,1.003027466,-1.118033678,3
0.063817449,1.597710313,1.519220133,1.237202003,1.363915856,-0.73478768,3
-0.347146709,-0.122363576,-1.188656107,-1.293163187,0.278230346,0.859528684,3
-0.474332781,1.134235814,-1.914480771,1.105293301,1.807354669,-0.060155757,3
-0.691443341,-1.54378104,1.421467148,-1.434914516,2.079280485,-0.832789444,3
0.707976941,0.345107543,1.38316311,0.586524232,1.480664624,-0.006873047,3
0.114126852,0.883090062,-0.471935837,1.45822361,-2.389598181,-0.190554032,1
-0.313060895,0.417303953,0.075899993,-2.661586505,3.471977536,1.141045186,2
0.210830106,0.246766229,0.970269123,0.841660482,-0.05184263,-0.409726661,3
-1.629770802,-1.096219686,-1.289681993,0.439998946,1.767449016,-0.941102775,3
1.534057362,-0.059310767,0.148965902,1.776294185,1.518209798,-0.918806235,3
1.013269051,-0.920555452,0.450497857,0.967094538,2.392283783,-0.680047818,3
0.554931705,0.913201421,0.785207139,2.145046203,-0.664551274,-1.516968222,3
1.34475215,-1.425905133,-0.920122183,1.403851456,0.537804189,2.142451362,3
0.021836991,-0.218744148,1.783736949,0.720108447,1.066995696,-1.636607559,3
-0.233660803,-0.333644687,0.56630619,-2.114912688,1.924263537,-1.782612953,2
-0.416567221,0.63487128,1.790371002,-0.782804576,1.459481791,0.961491324,2
-0.043278317,-0.547210282,-0.549451062,0.198271422,0.218551165,-0.658364789,3
0.036048793,0.401459185,1.084415828,1.601274617,0.110725841,-1.338174181,3
1.949644215,0.876746049,0.37655859,1.14223277,0.536754427,-0.922622196,3
0.288055908,-0.543620606,1.618036858,-1.17463986,0.697712285,1.529869463,2
0.933474305,2.292295008,0.364025603,0.408260623,0.669946188,1.963167259,3
0.502936281,0.836691623,0.806573452,-1.431446272,1.26812998,-1.195136546,2
1.163332888,-0.631188027,-1.557801031,1.433666746,1.143197913,-1.534413812,3
1.081046875,-0.070921576,0.999038721,1.204232897,2.069170936,-0.622835706,3
0.278913409,-0.514949475,0.612237335,1.993134064,1.235666293,2.263555393,3
0.297911691,-0.319284092,-1.656893648,-3.350626689,3.108683821,-1.611608601,2
-1.198578641,-2.220320961,0.723969234,1.272167952,-0.772789741,-1.362165385,3
-1.021326292,-0.576679023,0.794689604,2.591132846,-0.906983758,0.402165578,1
0.14590875,0.172792466,-1.725116696,1.284060202,1.765791781,-1.382539204,3
0.247253717,0.328725655,0.652488925,1.610817637,0.812790841,-0.737664505,3
0.412146414,-0.250524411,0.658072987,1.547789258,0.612967949,0.945054311,3
-0.324168475,-0.963306395,0.506792785,0.44454945,-0.182277493,-1.022882798,3
1.432579853,-1.772315186,0.722890876,2.087607951,1.683596523,1.581481436,3
-1.056803618,2.094883057,0.544560713,0.713491295,1.766002723,-1.365445165,3
0.857362431,0.876296453,-0.257040261,1.821575616,0.209218851,-0.951375688,3
-0.856366643,0.080180812,2.451698251,1.239887512,1.469419547,-1.293049946,3
0.062826242,-0.425018088,-0.742224924,1.231362459,1.933841879,-1.627635353,3
-1.619357341,-0.163597236,0.101837184,1.547979017,3.258349663,-2.622838194,3
-0.062728612,-0.770133292,1.599411992,-0.403562978,0.486022968,-0.862823182,2
-1.562652945,-0.688387227,-1.050596689,2.172883514,-1.738936548,0.600296366,1
0.853175671,-0.339094616,0.178813736,-0.570818358,2.630593587,-0.601822209,3
-0.183374358,1.572643398,1.629021093,1.609564021,0.776234486,-1.027126342,3
0.021069798,0.235775366,0.838879756,1.281162026,1.348183803,0.82484031,3
0.484360858,-0.489095006,-0.159120752,1.437933243,2.135850823,0.481855136,3
-0.85229321,-0.345262117,0.910686589,0.86419808,2.131159387,0.24476403,3
-0.068076232,-0.313254812,-1.050252994,-1.155825536,0.0259809,2.246600537,2
0.064014043,-0.39304745,-0.65879301,0.811744895,2.344861935,-0.630883462,3
-1.4565927,0.476403396,-1.00238676,0.040846703,1.415870256,0.247754953,3
1.457503615,0.816307428,-1.321438343,2.437327716,0.920383331,1.715211835,3
-1.087456026,0.641962336,0.084856808,1.754594709,0.4523234,2.1021453,3
2.402324286,-0.660873645,0.900899057,0.570417832,0.691967445,1.053206133,3
0.613920018,-0.92201558,1.04726772,2.148452103,-0.701043976,-1.153458026,3
-1.305682104,0.807663938,0.957934737,0.931539854,0.802902277,-1.646153171,3
-1.699576472,-0.048804234,0.329485843,-0.059255541,1.578177273,-0.737253503,3
-0.578519217,-1.231792962,-1.172511289,0.626544104,0.352208611,-0.621910145,3
0.056619017,-0.143042092,1.650724929,0.161106154,0.229293481,-1.096501079,3
0.195657961,0.329605925,-0.23373547,-1.967792676,3.867680766,0.913861391,2
1.509624907,-0.382486365,-0.934483103,0.158605265,2.354460869,-0.737520405,3
0.307717131,-0.897397054,-1.177164555,1.531977106,0.976352331,2.545922631,3
1.517040791,-1.932636802,-0.874932349,-0.134336501,0.934894624,0.026529799,3
0.348752139,0.778020487,-1.624040078,1.118030355,-1.31211351,0.678653812,1
-1.359631752,0.264113786,-1.740981806,0.911161157,0.712236973,-0.999079345,3
-0.143652945,1.265392117,-0.590617112,2.785443919,0.565643733,2.762006847,3
1.079415054,1.291760976,-0.363200436,0.56463677,0.669326617,1.420275555,3
-0.421484428,-0.660425363,1.123888158,0.814584087,0.705070938,-1.125896794,3
-0.901890445,-0.014851791,0.171669907,1.932474041,0.744640612,-1.942247951,3
-1.344200505,0.014949948,-0.279739996,0.45887614,0.314293626,1.52346761,3
-0.702941357,0.832255468,1.590153304,1.862058754,1.459013782,-1.358459096,3
-1.241174351,-0.61755869,-0.36666525,0.305840248,0.940772009,-0.954557356,3
-0.784736999,-0.059485768,-0.342708454,1.950844579,2.151087967,-1.806917618,3
0.987169863,-0.231571562,-0.216001119,0.283318093,1.475914401,-0.172426239,3
0.54891484,-0.145652758,0.8115892,-3.518146368,1.06271587,2.212296118,2
-0.714384718,-0.134536854,0.026902556,-0.015269536,0.267344551,-0.659221091,2
0.398381299,-0.091026069,0.536882464,0.227557634,0.441574695,-0.748217807,3
1.097793814,-1.217213012,-0.934937909,2.228282935,0.330343136,-0.958834166,3
-0.271463617,-0.59244955,-1.131481329,0.770866438,2.39618968,-1.297340167,3
0.565855254,0.550035027,-0.042879295,0.8033791,0.384428041,1.953810753,3
0.048149891,2.097056547,-1.61086033,1.540014482,0.481467024,-0.768821565,3
0.848033977,-1.480868502,-0.039353335,2.068946862,-0.973646685,-0.985108079,3
1.085980613,-0.272441797,0.34495999,0.378320318,0.407269105,0.447588218,2
-0.041597947,-0.096128786,-0.253494644,-2.728113366,0.708819679,-0.649691832,2
0.725837475,-0.449370895,-0.771763855,-0.563782489,2.261741451,-0.756975004,3
-0.415012636,1.039575144,-1.96214211,0.782004078,1.980669234,-0.728699999,3
1.877949378,-0.597298225,0.942993584,-0.656679994,0.318951183,1.808196769,3
-0.771932278,-0.430693284,-1.793644817,2.247659827,0.881573845,-1.538951397,3
-0.552857492,1.491448817,-1.158252934,0.438626141,1.002958873,-0.032943504,3
0.222133475,0.193584436,-0.282286527,1.098350993,2.465075218,-0.575690979,3
-0.684592757,-0.572673333,-1.03738123,-1.580022285,-1.232525367,-1.426201322,0
0.254686813,-0.580105031,-0.061774404,-1.5891288,1.286934123,2.404829872,2
0.330172417,0.176604156,-0.884896788,1.664209517,2.195182325,0.810864209,3
-1.220520316,1.036574267,-1.239436957,1.993792282,-0.728921751,-0.755614999,3
-0.21052507,1.170827811,0.985571597,0.376233001,1.066623857,-0.779768091,3
-0.158645353,-0.577957402,-0.065267307,-2.147377476,1.731084903,-2.111611081,2
0.467630496,1.215562771,-0.782574085,-0.220383225,0.477073855,-0.566535633,3
0.133086359,0.808212283,-0.536764652,2.652376209,0.887375938,2.72279666,3
-1.312169549,-0.888575482,-0.772444911,2.10315375,1.022170687,2.4817933,3
-1.185065337,0.263120557,-0.915582096,0.519305651,2.258997335,-1.281668217,3
-0.524517405,-0.54821591,-0.399988364,-0.059231363,2.24637131,-0.882514382,3
-0.063309498,-0.28586661,-1.61377027,2.528032806,2.470439731,1.22153777,3
0.904711157,-0.594598977,0.151177608,-0.31149918,0.415225854,-0.051052668,2
-0.448462689,-0.831346431,0.973076716,0.662877732,2.583870251,-1.010031196,3
2.248110907,-0.548221438,-1.276007383,-1.143271866,1.065614931,2.792611637,2
1.496727842,0.688691503,-0.727804826,1.004862836,-0.361235154,-0.43881617,3
0.780245998,-0.057127203,-0.989642794,-0.279361417,1.011988838,0.521406311,3
-0.649663708,0.763787667,-0.816629126,2.272019338,1.012478725,1.681099899,3
1.992976437,0.604661658,-0.92854802,0.909114942,2.019127182,-1.101073069,3
-0.469637531,1.252036141,0.052339208,0.010647722,0.994179927,0.64874957,3
-0.120218156,-0.318326533,1.011520663,2.122073027,-0.930930165,0.929648092,1
-0.974772619,0.801795363,0.222499008,1.410725141,-0.08102898,2.163326808,3
-0.335270642,0.592087302,-0.179015594,0.349750364,0.490728057,-1.302012403,3
-1.10518546,0.114627001,0.328538684,2.33481588,-0.428270643,3.474001923,3
0.19734096,1.192983042,-1.167828468,-1.039612959,0.726188455,-0.930768854,3
0.436757999,1.308582223,0.272044911,-1.576162848,0.369899894,0.070994329,3
-1.22201403,0.546302263,-0.386131959,3.339708214,0.920295742,3.536476099,3
-0.741113666,-1.758605493,-0.145235654,-0.359421828,0.405207934,-0.567791875,3
1.491082984,-0.082902004,0.34572717,0.142396139,0.473162785,-0.999361112,3
-1.145138617,1.072683152,1.929412816,1.695965305,0.850069098,-1.340796675,3
0.175022647,0.174273169,-0.5463259,0.567267759,2.014167477,-1.414150705,3
2.866932196,2.023818686,-0.355223355,-0.911274866,0.335251496,-0.186635575,3
0.99748368,1.151839008,-0.491324788,1.941710992,0.302556835,-1.205555244,3
1.902603164,1.823313648,1.562922354,1.768546383,0.894066134,-0.854754454,3
1.429203794,0.260414738,0.163001973,-1.374425189,-0.242862994,0.946424526,3
-1.431911943,1.665971879,-0.077221372,1.43727048,0.659346244,-1.155956086,3
-0.722841448,0.562493259,-0.674697809,1.343614638,0.32337983,-0.991382002,3
-0.31416169,0.058314089,0.198822377,-0.262870208,-0.38063797,-0.858696383,3
0.41589067,-0.37927064,-0.529000112,-2.113188963,1.994612882,0.154862481,2
0.042345453,0.670717318,0.742735179,1.386775697,-0.454289436,3.164955351,3
-1.100460227,-1.881813742,1.498213722,-0.103226604,0.891992031,-0.343447592,2
-1.460963984,-0.29916147,-1.181644892,1.050114384,1.57720119,0.54341576,3
-0.253912216,-0.472454498,-1.529785661,1.278034439,0.375882614,-0.622335614,3
0.654220596,0.789858905,-0.083317366,1.019180462,-0.368092898,-0.842044249,3
0.473631937,-1.425484423,1.071021921,1.136863759,2.038629273,-1.73696932,3
0.187196614,-2.035175201,0.21510199,1.464373775,1.685022834,1.567201254,3
1.277503892,1.39649035,0.613095726,2.467720519,0.953486661,-1.61344101,3
1.013113312,-0.724264793,-0.667815884,1.30981911,0.28390896,2.985208036,3
-0.275612246,-0.112863265,-0.602445258,0.66851859,-0.143555626,-1.388662315,3
0.934916236,-0.719671124,1.410132856,0.812011802,-0.4545347,-1.138967297,3
1.062530607,-0.574418768,0.422448616,0.380577016,0.673318181,1.313801285,3
-0.708277299,-0.386760918,0.464555937,0.201713761,-1.761089348,-0.273206291,0
0.182656452,-0.52303814,-0.205725594,0.732913455,0.355953215,-1.737237497,1
-1.005574396,1.124871658,0.798593298,1.307928241,1.661519947,-0.954964577,3
2.089466843,-0.582503921,2.101294975,0.98024117,1.248962905,-1.194078712,3
-1.898520591,-0.780027544,0.35737503,0.859528633,1.781752551,-1.347717469,3
-0.212115539,-0.697101165,-0.304687612,0.096187177,0.525736523,2.957544005,2
-0.75509403,1.619760108,1.685580942,-2.909305065,1.424885672,1.626821127,2
-0.268589908,-0.636989453,-0.833780374,2.787135568,1.371892145,2.193109753,3
0.110467687,-0.731617823,-0.782598559,2.128123936,2.263199542,0.597963502,3
-0.979501177,-0.002342386,0.643474045,0.465319284,0.14462567,-1.192589826,3
-0.623234081,0.283222738,-0.82264998,-0.028529545,1.811533701,-1.072013155,3
-0.338847683,0.39904812,-0.494838525,0.577916898,1.271717164,0.428719618,3
0.104227129,-1.089981806,0.56715289,0.052874387,0.940835311,1.20989411,2
1.794941973,-0.886707353,-1.951034543,0.913895619,2.717396623,-1.165638161,3
-1.710551654,0.931482449,1.113833373,0.3868144,0.478225259,0.919863042,3
-0.464451141,-0.559696968,0.187575272,2.306845577,0.395874395,2.407361781,3
0.584787123,0.236824323,-0.224692298,0.437619684,1.15180688,-0.031099812,3
0.91719417,1.662313508,1.575349932,0.729942055,1.406648044,-0.760826983,3
0.033515653,-0.349493974,0.425642949,0.881727689,0.35598882,-0.707085268,3
-0.528418615,-0.994527189,0.446438435,1.317638772,-0.209251641,-0.813536336,3
1.563309441,0.151280457,0.757764065,-1.120133733,0.917344058,-0.579856325,2
-0.079599621,-1.294459208,1.582617249,0.971703671,1.440329023,-1.501745944,3
